中国电信IPTV,#genre#
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8
广东珠江ipv6,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3
广东珠江ipv6,http://zteres.sn.chinamobile.com:6060/000000001000/1000000004000011655/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=3
广东珠江ipv6,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3

广东民生,http://ci.emdoor.tech:8080/touchtv.php?pk=1185
广东民生,http://58.248.84.148:8888/newlive/live/hls/52/live.m3u8
广东民生,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel45/index.m3u8


广东影视,http://110.72.85.40:808/hls/59/index.m3u8
广东影视,http://110.72.85.40:808/hls/59/index.m3u8
广东影视,http://113.109.15.208:808/hls/24/index.m3u8

广东新闻,http://183.238.248.83:9000/udp/239.21.0.93:3712
广东新闻,http://183.237.246.14:9931/tsfile/live/1012_1.m3u8
广东新闻,http://58.63.66.241:8888/udp/239.77.0.4:5146

广东影视,http://110.72.85.40:808/hls/59/index.m3u8
广东影视,http://58.248.84.148:8888/newlive/live/hls/50/live.m3u8
广东影视,http://113.109.15.208:808/hls/24/index.m3u8

广东少儿,http://58.248.84.148:8888/newlive/live/hls/51/live.m3u8
广东少儿,http://ci.emdoor.tech:8080/touchtv.php?pk=1200
广东少儿,http://lhq-cctv.8866.org:18181/tsfile/live/1028_1.m3u8

广东经济科教,http://58.248.84.148:8888/newlive/live/hls/49/live.m3u8
广东经济科教,http://113.86.205.10:808/hls/129/index.m3u8
广东经济科教,http://ci.emdoor.tech:8080/touchtv.php?pk=1196

广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
广东文化,https://epg.pw/stream/0991386bc3dca2df2b5b7023ff8d183e388c889c70010c8dcf569b0796ad7f9b.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935?zguangd

大湾区卫视,http://escape.hw-cdn.gitv.tv/gitv_live/G_NANFANG/G_NANFANG.m3u8
大湾区卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
大湾区卫视,http://iptv.eatuo.com:9901/tsfile/live/1007_1.m3u8
大湾区卫视,http://glive.grtn.cn/live/lizhi.m3u8
大湾区卫视,http://php.jdshipin.com:8880/chudian.php?id=nfws

广东公共,http://61.140.112.110:808/hls/102/index.m3u8
广东公共,http://113.86.206.78:9999/tsfile/live/1036_1.m3u8
广东公共,http://gxdl-lhs.8866.org:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
